日付,銘柄名,コード,業種,TOPIXに占める個別銘柄のウエイト,ニューインデックス区分,,
20240430,三菱倉庫,9301,倉庫・運輸関連業,0.03%,TOPIX Mid400,,
20240430,伊藤園,2593,食料品,0.03%,TOPIX Mid400,,
20240430,丸一鋼管,5463,鉄鋼,0.03%,TOPIX Mid400,,
20240430,七十七銀行,8341,銀行業,0.03%,TOPIX Small 1,,
20240430,ウエルシアホールディングス,3141,小売業,0.03%,TOPIX Mid400,,
20240430,住友ベークライト,4203,化学,0.03%,TOPIX Mid400,,
20240430,ＦＵＪＩ,6134,機械,0.03%,TOPIX Mid400,,
20240430,マネーフォワード,3994,情報・通信業,0.03%,TOPIX Mid400,,
20240430,富士ソフト,9749,情報・通信業,0.03%,TOPIX Small 1,,
20240430,ＭＡＲＵＷＡ,5344,ガラス・土石製品,0.03%,TOPIX Small 1,,
20240430,芙蓉総合リース,8424,その他金融業,0.03%,TOPIX Mid400,,
20240430,南海電気鉄道,9044,陸運業,0.03%,TOPIX Mid400,,
20240430,四国電力,9507,電気・ガス業,0.03%,TOPIX Mid400,,
20240430,カカクコム,2371,サービス業,0.03%,TOPIX Mid400,,
20240430,マブチモーター,6592,電気機器,0.03%,TOPIX Mid400,,
20240430,ツムラ,4540,医薬品,0.03%,TOPIX Mid400,,
20240430,日本マイクロニクス,6871,電気機器,0.03%,TOPIX Small 1,,
20240430,セイノーホールディングス,9076,陸運業,0.03%,TOPIX Mid400,,
20240430,コニカミノルタ,4902,電気機器,0.03%,TOPIX Mid400,,
20240430,ほくほくフィナンシャルグループ,8377,銀行業,0.03%,TOPIX Mid400,,
20240430,ジーエス・ユアサ　コーポレーション,6674,電気機器,0.03%,TOPIX Mid400,,
20240430,リゾートトラスト,4681,サービス業,0.03%,TOPIX Mid400,,
20240430,ショーボンドホールディングス,1414,建設業,0.03%,TOPIX Mid400,,
20240430,古河電気工業,5801,非鉄金属,0.03%,TOPIX Mid400,,
20240430,阪和興業,8078,卸売業,0.03%,TOPIX Small 1,,
20240430,ＤＩＣ,4631,化学,0.03%,TOPIX Mid400,,
20240430,東京センチュリー,8439,その他金融業,0.03%,TOPIX Mid400,,
20240430,タカラトミー,7867,その他製品,0.03%,TOPIX Mid400,,
20240430,江崎グリコ,2206,食料品,0.03%,TOPIX Mid400,,
20240430,ＡＤＥＫＡ,4401,化学,0.03%,TOPIX Mid400,,
20240430,日本新薬,4516,医薬品,0.03%,TOPIX Mid400,,
20240430,ニフコ,7988,化学,0.03%,TOPIX Mid400,,
20240430,兼松,8020,卸売業,0.03%,TOPIX Small 1,,
20240430,大同特殊鋼,5471,鉄鋼,0.03%,TOPIX Mid400,,
20240430,トリドールホールディングス,3397,小売業,0.03%,TOPIX Mid400,,
20240430,吉野家ホールディングス,9861,小売業,0.03%,TOPIX Mid400,,
20240430,竹内製作所,6432,機械,0.03%,TOPIX Small 1,,
20240430,コクヨ,7984,その他製品,0.03%,TOPIX Mid400,,
20240430,五洋建設,1893,建設業,0.03%,TOPIX Mid400,,
20240430,ニチアス,5393,ガラス・土石製品,0.03%,TOPIX Small 1,,
20240430,ちゅうぎんフィナンシャルグループ,5832,銀行業,0.03%,TOPIX Mid400,,
20240430,ジェイテクト,6473,機械,0.03%,TOPIX Mid400,,
20240430,西日本フィナンシャルホールディングス,7189,銀行業,0.03%,TOPIX Small 1,,
20240430,日立造船,7004,機械,0.03%,TOPIX Small 1,,
20240430,ＮＳＤ,9759,情報・通信業,0.03%,TOPIX Small 1,,
20240430,パーク２４,4666,不動産業,0.03%,TOPIX Mid400,,
20240430,アマノ,6436,機械,0.03%,TOPIX Mid400,,
20240430,共立メンテナンス,9616,サービス業,0.03%,TOPIX Mid400,,
20240430,石油資源開発,1662,鉱業,0.03%,TOPIX Small 1,,
20240430,北海道電力,9509,電気・ガス業,0.03%,TOPIX Mid400,,
20240430,関電工,1942,建設業,0.03%,TOPIX Small 1,,
20240430,レンゴー,3941,パルプ・紙,0.03%,TOPIX Mid400,,
20240430,日本ゼオン,4205,化学,0.03%,TOPIX Mid400,,
20240430,東邦ホールディングス,8129,卸売業,0.03%,TOPIX Mid400,,
20240430,ケーズホールディングス,8282,小売業,0.03%,TOPIX Mid400,,
20240430,日本製鋼所,5631,機械,0.03%,TOPIX Mid400,,
20240430,ヤオコー,8279,小売業,0.03%,TOPIX Mid400,,
20240430,キヤノンマーケティングジャパン,8060,卸売業,0.03%,TOPIX Mid400,,
20240430,森永乳業,2264,食料品,0.03%,TOPIX Mid400,,
20240430,ニプロ,8086,精密機器,0.03%,TOPIX Mid400,,
20240430,森永製菓,2201,食料品,0.03%,TOPIX Mid400,,
20240430,ハウス食品グループ本社,2810,食料品,0.03%,TOPIX Mid400,,
20240430,トクヤマ,4043,化学,0.03%,TOPIX Mid400,,
20240430,三浦工業,6005,機械,0.03%,TOPIX Mid400,,
20240430,ＴＯＷＡ,6315,機械,0.03%,TOPIX Small 1,,
20240430,ネットワンシステムズ,7518,情報・通信業,0.03%,TOPIX Mid400,,
20240430,メイテックグループホールディングス,9744,サービス業,0.03%,TOPIX Mid400,,
20240430,ＮＥＣネッツエスアイ,1973,情報・通信業,0.03%,TOPIX Small 1,,
20240430,ＪＳＲ,4185,化学,0.03%,TOPIX Mid400,,
20240430,因幡電機産業,9934,卸売業,0.03%,TOPIX Small 1,,
20240430,カネカ,4118,化学,0.03%,TOPIX Mid400,,
20240430,日本化薬,4272,化学,0.03%,TOPIX Mid400,,
20240430,ペプチドリーム,4587,医薬品,0.03%,TOPIX Mid400,,
20240430,トヨタ紡織,3116,輸送用機器,0.03%,TOPIX Mid400,,
20240430,ＳＨＩＦＴ,3697,情報・通信業,0.03%,TOPIX Mid400,,
20240430,コロワイド,7616,小売業,0.03%,TOPIX Mid400,,
20240430,ビックカメラ,3048,小売業,0.03%,TOPIX Small 1,,
20240430,東海カーボン,5301,ガラス・土石製品,0.03%,TOPIX Mid400,,
20240430,シチズン時計,7762,精密機器,0.02%,TOPIX Small 1,,
20240430,安藤・間,1719,建設業,0.02%,TOPIX Small 1,,
20240430,ＧＭＯインターネットグループ,9449,情報・通信業,0.02%,TOPIX Mid400,,
20240430,カシオ計算機,6952,電気機器,0.02%,TOPIX Mid400,,
20240430,ニッコンホールディングス,9072,陸運業,0.02%,TOPIX Mid400,,
20240430,北陸電力,9505,電気・ガス業,0.02%,TOPIX Mid400,,
20240430,クスリのアオキホールディングス,3549,小売業,0.02%,TOPIX Mid400,,
20240430,フジミインコーポレーテッド,5384,ガラス・土石製品,0.02%,TOPIX Small 1,,
20240430,みずほリース,8425,その他金融業,0.02%,TOPIX Small 1,,
20240430,コーエーテクモホールディングス,3635,情報・通信業,0.02%,TOPIX Mid400,,
20240430,ダイヘン,6622,電気機器,0.02%,TOPIX Small 1,,
20240430,アイカ工業,4206,化学,0.02%,TOPIX Mid400,,
20240430,イオンモール,8905,不動産業,0.02%,TOPIX Mid400,,
20240430,フジテック,6406,機械,0.02%,TOPIX Mid400,,
20240430,ウシオ電機,6925,電気機器,0.02%,TOPIX Mid400,,
20240430,オービックビジネスコンサルタント,4733,情報・通信業,0.02%,TOPIX Mid400,,
20240430,ピジョン,7956,その他製品,0.02%,TOPIX Mid400,,
20240430,日清紡ホールディングス,3105,電気機器,0.02%,TOPIX Mid400,,
20240430,ＤＴＳ,9682,情報・通信業,0.02%,TOPIX Small 1,,
20240430,オーエスジー,6136,機械,0.02%,TOPIX Mid400,,
20240430,メルカリ,4385,情報・通信業,0.02%,TOPIX Mid400,,
20240430,トプコン,7732,精密機器,0.02%,TOPIX Mid400,,
20240430,相鉄ホールディングス,9003,陸運業,0.02%,TOPIX Mid400,,
20240430,シップヘルスケアホールディングス,3360,卸売業,0.02%,TOPIX Mid400,,
20240430,オルガノ,6368,機械,0.02%,TOPIX Small 1,,
20240430,ＮＯＫ,7240,輸送用機器,0.02%,TOPIX Mid400,,
20240430,日鉄ソリューションズ,2327,情報・通信業,0.02%,TOPIX Small 1,,
20240430,日本触媒,4114,化学,0.02%,TOPIX Mid400,,
20240430,豊田合成,7282,輸送用機器,0.02%,TOPIX Mid400,,
20240430,セブン銀行,8410,銀行業,0.02%,TOPIX Mid400,,
20240430,アインホールディングス,9627,小売業,0.02%,TOPIX Mid400,,
20240430,アンリツ,6754,電気機器,0.02%,TOPIX Mid400,,
20240430,三井Ｅ＆Ｓ,7003,機械,0.02%,TOPIX Small 1,,
20240430,ビジョナル,4194,情報・通信業,0.02%,TOPIX Small 2,,
20240430,アズワン,7476,卸売業,0.02%,TOPIX Mid400,,
20240430,西松建設,1820,建設業,0.02%,TOPIX Mid400,,
20240430,デンカ,4061,化学,0.02%,TOPIX Mid400,,
20240430,久光製薬,4530,医薬品,0.02%,TOPIX Mid400,,
20240430,エイチ・ツー・オー　リテイリング,8242,小売業,0.02%,TOPIX Small 1,,
20240430,ＣＫＤ,6407,機械,0.02%,TOPIX Small 1,,
20240430,サイゼリヤ,7581,小売業,0.02%,TOPIX Small 1,,
20240430,スルガ銀行,8358,銀行業,0.02%,TOPIX Small 1,,
20240430,ＤＣＭホールディングス,3050,小売業,0.02%,TOPIX Small 1,,
20240430,ジャパンエレベーターサービスホールディングス,6544,サービス業,0.02%,TOPIX Small 1,,
20240430,サンゲツ,8130,卸売業,0.02%,TOPIX Small 1,,
20240430,ミライト・ワン,1417,建設業,0.02%,TOPIX Mid400,,
20240430,ＦＰＧ,7148,証券、商品先物取引業,0.02%,TOPIX Small 1,,
20240430,ファンケル,4921,化学,0.02%,TOPIX Mid400,,
20240430,エス・エム・エス,2175,サービス業,0.02%,TOPIX Mid400,,
20240430,ＡＲＥホールディングス,5857,非鉄金属,0.02%,TOPIX Small 1,,
20240430,マネックスグループ,8698,証券、商品先物取引業,0.02%,TOPIX Small 1,,
20240430,奥村組,1833,建設業,0.02%,TOPIX Small 1,,
20240430,クリエイト・レストランツ・ホールディングス,3387,小売業,0.02%,TOPIX Small 1,,
20240430,ラクス,3923,情報・通信業,0.02%,TOPIX Mid400,,
20240430,東亞合成,4045,化学,0.02%,TOPIX Mid400,,
20240430,美津濃,8022,その他製品,0.02%,TOPIX Small 1,,
20240430,寿スピリッツ,2222,食料品,0.02%,TOPIX Mid400,,
20240430,山陰合同銀行,8381,銀行業,0.02%,TOPIX Small 1,,
20240430,物語コーポレーション,3097,小売業,0.02%,TOPIX Small 1,,
20240430,椿本チエイン,6371,機械,0.02%,TOPIX Small 1,,
20240430,第一興商,7458,卸売業,0.02%,TOPIX Mid400,,
20240430,ポーラ・オルビスホールディングス,4927,化学,0.02%,TOPIX Mid400,,
20240430,イオンフィナンシャルサービス,8570,その他金融業,0.02%,TOPIX Mid400,,
20240430,タダノ,6395,機械,0.02%,TOPIX Mid400,,
20240430,ダスキン,4665,サービス業,0.02%,TOPIX Mid400,,
20240430,マニー,7730,精密機器,0.02%,TOPIX Mid400,,
20240430,日東紡績,3110,ガラス・土石製品,0.02%,TOPIX Small 1,,
20240430,スカパーＪＳＡＴホールディングス,9412,情報・通信業,0.02%,TOPIX Small 1,,
20240430,Ｈ．Ｕ．グループホールディングス,4544,サービス業,0.02%,TOPIX Mid400,,
20240430,オカムラ,7994,その他製品,0.02%,TOPIX Small 1,,
20240430,ニップン,2001,食料品,0.02%,TOPIX Small 1,,
20240430,アコム,8572,その他金融業,0.02%,TOPIX Mid400,,
20240430,ワコールホールディングス,3591,繊維製品,0.02%,TOPIX Mid400,,
20240430,ジャパンマテリアル,6055,サービス業,0.02%,TOPIX Small 1,,
20240430,牧野フライス製作所,6135,機械,0.02%,TOPIX Small 1,,
20240430,リログループ,8876,サービス業,0.02%,TOPIX Mid400,,
20240430,日清オイリオグループ,2602,食料品,0.02%,TOPIX Small 1,,
20240430,野村マイクロ・サイエンス,6254,機械,0.02%,TOPIX Small 1,,
20240430,ＵＡＣＪ,5741,非鉄金属,0.02%,TOPIX Small 1,,
20240430,第四北越フィナンシャルグループ,7327,銀行業,0.02%,TOPIX Small 1,,
20240430,平和不動産,8803,不動産業,0.02%,TOPIX Small 1,,
20240430,住友倉庫,9303,倉庫・運輸関連業,0.02%,TOPIX Small 1,,
20240430,日野自動車,7205,輸送用機器,0.02%,TOPIX Mid400,,
20240430,ジョイフル本田,3191,小売業,0.02%,TOPIX Small 1,,
20240430,グローリー,6457,機械,0.02%,TOPIX Mid400,,
20240430,テイ・エス　テック,7313,輸送用機器,0.02%,TOPIX Mid400,,
20240430,宝ホールディングス,2531,食料品,0.02%,TOPIX Mid400,,
20240430,日本曹達,4041,化学,0.02%,TOPIX Small 1,,
20240430,ＮＴＮ,6472,機械,0.02%,TOPIX Mid400,,
20240430,イズミ,8273,小売業,0.02%,TOPIX Mid400,,
20240430,エディオン,2730,小売業,0.02%,TOPIX Small 1,,
20240430,ＰＡＬＴＡＣ,8283,卸売業,0.02%,TOPIX Mid400,,
20240430,北洋銀行,8524,銀行業,0.02%,TOPIX Small 1,,
20240430,東海東京フィナンシャル・ホールディングス,8616,証券、商品先物取引業,0.02%,TOPIX Small 1,,
20240430,ネクステージ,3186,小売業,0.02%,TOPIX Small 1,,
20240430,ラウンドワン,4680,サービス業,0.02%,TOPIX Small 1,,
20240430,タクマ,6013,機械,0.02%,TOPIX Small 1,,
20240430,稲畑産業,8098,卸売業,0.02%,TOPIX Small 1,,
20240430,熊谷組,1861,建設業,0.02%,TOPIX Small 1,,
20240430,コメダホールディングス,3543,卸売業,0.02%,TOPIX Small 1,,
20240430,さくらインターネット,3778,情報・通信業,0.02%,TOPIX Small 2,,
20240430,滋賀銀行,8366,銀行業,0.02%,TOPIX Small 1,,
20240430,アイフル,8515,その他金融業,0.02%,TOPIX Small 1,,
20240430,北越コーポレーション,3865,パルプ・紙,0.02%,TOPIX Small 1,,
20240430,明電舎,6508,電気機器,0.02%,TOPIX Small 1,,
20240430,住友大阪セメント,5232,ガラス・土石製品,0.02%,TOPIX Mid400,,
20240430,岡三証券グループ,8609,証券、商品先物取引業,0.02%,TOPIX Small 1,,
20240430,西日本鉄道,9031,陸運業,0.02%,TOPIX Mid400,,
20240430,サンケン電気,6707,電気機器,0.02%,TOPIX Mid400,,
20240430,ＴＫＣ,9746,情報・通信業,0.02%,TOPIX Small 1,,
20240430,大阪ソーダ,4046,化学,0.02%,TOPIX Small 1,,
20240430,ネクセラファーマ,4565,医薬品,0.02%,TOPIX Small 1,,
20240430,マルハニチロ,1333,水産・農林業,0.02%,TOPIX Mid400,,
20240430,電通総研,4812,情報・通信業,0.02%,TOPIX Small 1,,
20240430,ＪＶＣケンウッド,6632,電気機器,0.02%,TOPIX Small 1,,
20240430,紀陽銀行,8370,銀行業,0.02%,TOPIX Small 1,,
20240430,ａｒｔｉｅｎｃｅ,4634,化学,0.02%,TOPIX Small 1,,
20240430,三井ハイテック,6966,電気機器,0.02%,TOPIX Mid400,,
20240430,リンテック,7966,その他製品,0.02%,TOPIX Small 1,,
20240430,ダイセキ,9793,サービス業,0.02%,TOPIX Small 1,,
20240430,オークマ,6103,機械,0.02%,TOPIX Mid400,,
20240430,日本製紙,3863,パルプ・紙,0.02%,TOPIX Small 1,,
20240430,東映,9605,情報・通信業,0.02%,TOPIX Small 1,,
20240430,オープンアップグループ,2154,サービス業,0.02%,TOPIX Small 1,,
20240430,伊藤ハム米久ホールディングス,2296,食料品,0.02%,TOPIX Small 1,,
20240430,コメリ,8218,小売業,0.02%,TOPIX Small 1,,
20240430,クレハ,4023,化学,0.02%,TOPIX Small 1,,
20240430,デサント,8114,繊維製品,0.02%,TOPIX Small 1,,
20240430,アスクル,2678,小売業,0.02%,TOPIX Small 1,,
20240430,日本航空電子工業,6807,電気機器,0.02%,TOPIX Small 1,,
20240430,センコーグループホールディングス,9069,陸運業,0.02%,TOPIX Small 1,,
20240430,アークランズ,9842,小売業,0.02%,TOPIX Small 1,,
20240430,王将フードサービス,9936,小売業,0.02%,TOPIX Small 1,,
20240430,くら寿司,2695,小売業,0.02%,TOPIX Small 1,,
20240430,ガンホー・オンライン・エンターテイメント,3765,情報・通信業,0.02%,TOPIX Mid400,,
20240430,雪印メグミルク,2270,食料品,0.02%,TOPIX Small 1,,
20240430,東京エレクトロン　デバイス,2760,卸売業,0.02%,TOPIX Small 1,,
20240430,東海理化電機製作所,6995,輸送用機器,0.02%,TOPIX Small 1,,
20240430,十六フィナンシャルグループ,7380,銀行業,0.02%,TOPIX Small 1,,
20240430,加賀電子,8154,卸売業,0.02%,TOPIX Small 1,,
20240430,キッセイ薬品工業,4547,医薬品,0.02%,TOPIX Small 1,,
20240430,あいちフィナンシャルグループ,7389,銀行業,0.02%,TOPIX Small 1,,
20240430,百五銀行,8368,銀行業,0.02%,TOPIX Small 1,,
20240430,加藤産業,9869,卸売業,0.02%,TOPIX Small 1,,
20240430,アークス,9948,小売業,0.02%,TOPIX Small 1,,
20240430,霞ヶ関キャピタル,3498,不動産業,0.02%,TOPIX Small 2,,
20240430,ジャックス,8584,その他金融業,0.02%,TOPIX Small 1,,
20240430,東京きらぼしフィナンシャルグループ,7173,銀行業,0.02%,TOPIX Small 1,,
20240430,パイロットコーポレーション,7846,その他製品,0.02%,TOPIX Mid400,,
20240430,科研製薬,4521,医薬品,0.02%,TOPIX Mid400,,
20240430,長谷川香料,4958,化学,0.02%,TOPIX Small 1,,
20240430,平和,6412,機械,0.02%,TOPIX Small 1,,
20240430,日本ピラー工業,6490,機械,0.02%,TOPIX Small 1,,
20240430,富士通ゼネラル,6755,電気機器,0.02%,TOPIX Mid400,,
20240430,オートバックスセブン,9832,卸売業,0.02%,TOPIX Mid400,,
20240430,サカタのタネ,1377,水産・農林業,0.02%,TOPIX Small 1,,
20240430,ディー・エヌ・エー,2432,サービス業,0.02%,TOPIX Mid400,,
20240430,淀川製鋼所,5451,鉄鋼,0.02%,TOPIX Small 1,,
20240430,セイコーグループ,8050,精密機器,0.02%,TOPIX Small 1,,
20240430,日本証券金融,8511,その他金融業,0.02%,TOPIX Small 1,,
20240430,トラスコ中山,9830,卸売業,0.02%,TOPIX Small 1,,
20240430,日東工業,6651,電気機器,0.01%,TOPIX Small 1,,
20240430,ノジマ,7419,小売業,0.01%,TOPIX Small 1,,
20240430,コーナン商事,7516,小売業,0.01%,TOPIX Small 1,,
20240430,ＳＨＯＥＩ,7839,その他製品,0.01%,TOPIX Small 1,,
20240430,あらた,2733,卸売業,0.01%,TOPIX Small 1,,
20240430,日本軽金属ホールディングス,5703,非鉄金属,0.01%,TOPIX Small 1,,
20240430,太陽ホールディングス,4626,化学,0.01%,TOPIX Small 1,,
20240430,三ツ星ベルト,5192,ゴム製品,0.01%,TOPIX Small 1,,
20240430,ＴＯＫＡＩホールディングス,3167,卸売業,0.01%,TOPIX Small 1,,
20240430,パラマウントベッドホールディングス,7817,その他製品,0.01%,TOPIX Small 1,,
20240430,リョーサン菱洋ホールディングス,167A,卸売業,0.01%,TOPIX Small 1,,
20240430,東洋炭素,5310,ガラス・土石製品,0.01%,TOPIX Small 1,,
20240430,名村造船所,7014,輸送用機器,0.01%,TOPIX Small 1,,
20240430,ＪＭＤＣ,4483,情報・通信業,0.01%,TOPIX Mid400,,
20240430,理研計器,7734,精密機器,0.01%,TOPIX Small 1,,
20240430,池田泉州ホールディングス,8714,銀行業,0.01%,TOPIX Small 1,,
20240430,Ｍ＆Ａ総研ホールディングス,9552,サービス業,0.01%,TOPIX Small 2,,
20240430,三菱食品,7451,卸売業,0.01%,TOPIX Small 1,,
20240430,トーカロ,3433,金属製品,0.01%,TOPIX Small 1,,
20240430,日本パーカライジング,4095,化学,0.01%,TOPIX Small 1,,
20240430,モスフードサービス,8153,卸売業,0.01%,TOPIX Small 1,,
20240430,トリケミカル研究所,4369,化学,0.01%,TOPIX Small 1,,
20240430,ＭＩＸＩ,2121,サービス業,0.01%,TOPIX Small 1,,
20240430,不二製油グループ本社,2607,食料品,0.01%,TOPIX Mid400,,
20240430,大氣社,1979,建設業,0.01%,TOPIX Small 1,,
20240430,北國フィナンシャルホールディングス,7381,銀行業,0.01%,TOPIX Small 1,,
20240430,メニコン,7780,精密機器,0.01%,TOPIX Mid400,,
20240430,エイチ・アイ・エス,9603,サービス業,0.01%,TOPIX Small 1,,
20240430,ジャフコ　グループ,8595,証券、商品先物取引業,0.01%,TOPIX Mid400,,
20240430,メイコー,6787,電気機器,0.01%,TOPIX Small 1,,
20240430,沖電気工業,6703,電気機器,0.01%,TOPIX Small 1,,
20240430,レオパレス２１,8848,不動産業,0.01%,TOPIX Small 1,,
20240430,クリエイトＳＤホールディングス,3148,小売業,0.01%,TOPIX Small 1,,
20240430,三愛オブリ,8097,卸売業,0.01%,TOPIX Small 1,,
20240430,セーレン,3569,繊維製品,0.01%,TOPIX Small 1,,
20240430,カヤバ,7242,輸送用機器,0.01%,TOPIX Small 1,,
20240430,カチタス,8919,不動産業,0.01%,TOPIX Small 1,,
20240430,アリアケジャパン,2815,食料品,0.01%,TOPIX Small 1,,
20240430,スターツコーポレーション,8850,不動産業,0.01%,TOPIX Small 1,,
20240430,テレビ朝日ホールディングス,9409,情報・通信業,0.01%,TOPIX Small 1,,
20240430,大王製紙,3880,パルプ・紙,0.01%,TOPIX Mid400,,
20240430,マックス,6454,機械,0.01%,TOPIX Small 2,,
20240430,リコーリース,8566,その他金融業,0.01%,TOPIX Small 1,,
20240430,松竹,9601,情報・通信業,0.01%,TOPIX Mid400,,
20240430,大栄環境,9336,サービス業,0.01%,TOPIX Small 1,,
20240430,Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,9418,情報・通信業,0.01%,TOPIX Small 1,,
20240430,ホギメディカル,3593,繊維製品,0.01%,TOPIX Small 1,,
20240430,メドレー,4480,情報・通信業,0.01%,TOPIX Small 1,,
20240430,船井総研ホールディングス,9757,サービス業,0.01%,TOPIX Small 1,,
20240430,バローホールディングス,9956,小売業,0.01%,TOPIX Small 1,,
20240430,中電工,1941,建設業,0.01%,TOPIX Small 1,,
20240430,いちご,2337,不動産業,0.01%,TOPIX Small 1,,
20240430,東洋紡,3101,繊維製品,0.01%,TOPIX Small 1,,
20240430,Ｓａｎｓａｎ,4443,情報・通信業,0.01%,TOPIX Small 1,,
20240430,東京製鐵,5423,鉄鋼,0.01%,TOPIX Small 1,,
20240430,ＳＷＣＣ,5805,非鉄金属,0.01%,TOPIX Small 1,,
20240430,アンビスホールディングス,7071,サービス業,0.01%,TOPIX Small 1,,
20240430,エフピコ,7947,化学,0.01%,TOPIX Mid400,,
20240430,ユアサ商事,8074,卸売業,0.01%,TOPIX Small 1,,
20240430,エクセディ,7278,輸送用機器,0.01%,TOPIX Small 1,,
20240430,三機工業,1961,建設業,0.01%,TOPIX Small 1,,
20240430,ノエビアホールディングス,4928,化学,0.01%,TOPIX Small 1,,
20240430,東プレ,5975,金属製品,0.01%,TOPIX Small 1,,
20240430,飯野海運,9119,海運業,0.01%,TOPIX Small 1,,
20240430,ノリタケカンパニーリミテド,5331,ガラス・土石製品,0.01%,TOPIX Small 1,,
20240430,横河ブリッジホールディングス,5911,金属製品,0.01%,TOPIX Small 1,,
20240430,文化シヤッター,5930,金属製品,0.01%,TOPIX Small 1,,
20240430,ニチハ,7943,ガラス・土石製品,0.01%,TOPIX Small 1,,
20240430,ロイヤルホールディングス,8179,小売業,0.01%,TOPIX Small 1,,
20240430,西松屋チェーン,7545,小売業,0.01%,TOPIX Small 1,,
20240430,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,4180,情報・通信業,0.01%,TOPIX Small 1,,
20240430,キッツ,6498,機械,0.01%,TOPIX Small 1,,
20240430,ホシデン,6804,電気機器,0.01%,TOPIX Small 1,,
20240430,壱番屋,7630,小売業,0.01%,TOPIX Small 1,,
20240430,ワコム,6727,電気機器,0.01%,TOPIX Small 1,,
20240430,タムロン,7740,精密機器,0.01%,TOPIX Small 1,,
20240430,南都銀行,8367,銀行業,0.01%,TOPIX Small 1,,
20240430,ＵＴグループ,2146,サービス業,0.01%,TOPIX Small 1,,
20240430,デジタルガレージ,4819,情報・通信業,0.01%,TOPIX Small 1,,
20240430,山善,8051,卸売業,0.01%,TOPIX Small 1,,
20240430,アダストリア,2685,小売業,0.01%,TOPIX Small 1,,
20240430,エン・ジャパン,4849,サービス業,0.01%,TOPIX Small 1,,
20240430,大阪チタニウムテクノロジーズ,5726,非鉄金属,0.01%,TOPIX Small 1,,
20240430,ハイデイ日高,7611,小売業,0.01%,TOPIX Small 1,,
20240430,名古屋銀行,8522,銀行業,0.01%,TOPIX Small 1,,
20240430,東和薬品,4553,医薬品,0.01%,TOPIX Small 1,,
20240430,ライフコーポレーション,8194,小売業,0.01%,TOPIX Small 1,,
20240430,トランス・コスモス,9715,サービス業,0.01%,TOPIX Small 1,,
20240430,扶桑化学工業,4368,化学,0.01%,TOPIX Small 1,,
20240430,福山通運,9075,陸運業,0.01%,TOPIX Small 1,,
20240430,三井倉庫ホールディングス,9302,倉庫・運輸関連業,0.01%,TOPIX Small 1,,
20240430,平和堂,8276,小売業,0.01%,TOPIX Small 1,,
20240430,中国塗料,4617,化学,0.01%,TOPIX Small 1,,
20240430,極東開発工業,7226,輸送用機器,0.01%,TOPIX Small 2,,
20240430,武蔵野銀行,8336,銀行業,0.01%,TOPIX Small 1,,
20240430,大垣共立銀行,8361,銀行業,0.01%,TOPIX Small 1,,
20240430,ディップ,2379,サービス業,0.01%,TOPIX Small 1,,
20240430,サムティ,3244,不動産業,0.01%,TOPIX Small 1,,
20240430,ミルボン,4919,化学,0.01%,TOPIX Mid400,,
20240430,カナモト,9678,サービス業,0.01%,TOPIX Small 1,,
20240430,ＪＣＵ,4975,化学,0.01%,TOPIX Small 1,,
20240430,象印マホービン,7965,電気機器,0.01%,TOPIX Small 1,,
20240430,ニッタ,5186,ゴム製品,0.01%,TOPIX Small 2,,
20240430,フクシマガリレイ,6420,機械,0.01%,TOPIX Small 2,,
20240430,ＩＤＥＣ,6652,電気機器,0.01%,TOPIX Small 1,,
20240430,富士急行,9010,陸運業,0.01%,TOPIX Small 1,,
20240430,あい　ホールディングス,3076,卸売業,0.01%,TOPIX Small 1,,
20240430,新晃工業,6458,機械,0.01%,TOPIX Small 2,,
20240430,東芝テック,6588,電気機器,0.01%,TOPIX Small 1,,
20240430,武蔵精密工業,7220,輸送用機器,0.01%,TOPIX Small 1,,
20240430,フジシールインターナショナル,7864,その他製品,0.01%,TOPIX Small 1,,
20240430,イオンディライト,9787,サービス業,0.01%,TOPIX Small 1,,
20240430,Ａ＆Ｄホロンホールディングス,7745,精密機器,0.01%,TOPIX Small 1,,
20240430,木曽路,8160,小売業,0.01%,TOPIX Small 1,,
20240430,トーセイ,8923,不動産業,0.01%,TOPIX Small 1,,
20240430,ライト工業,1926,建設業,0.01%,TOPIX Small 1,,
20240430,日本電設工業,1950,建設業,0.01%,TOPIX Small 2,,
20240430,システナ,2317,情報・通信業,0.01%,TOPIX Small 1,,
20240430,杏林製薬,4569,医薬品,0.01%,TOPIX Small 1,,
20240430,ジャストシステム,4686,情報・通信業,0.01%,TOPIX Small 1,,
20240430,アース製薬,4985,化学,0.01%,TOPIX Small 1,,
20240430,三井海洋開発,6269,機械,0.01%,TOPIX Small 1,,
20240430,エフ・シー・シー,7296,輸送用機器,0.01%,TOPIX Small 1,,
20240430,伊藤忠エネクス,8133,卸売業,0.01%,TOPIX Small 1,,
20240430,ベルク,9974,小売業,0.01%,TOPIX Small 1,,
20240430,インフォマート,2492,サービス業,0.01%,TOPIX Small 1,,
20240430,パルグループホールディングス,2726,小売業,0.01%,TOPIX Small 1,,
20240430,ドトール・日レスホールディングス,3087,小売業,0.01%,TOPIX Small 1,,
20240430,レノバ,9519,電気・ガス業,0.01%,TOPIX Small 1,,
